0.0054052,0.0055789,0.0057525,0.0059262,0.0060998,0.0062735,0.0064472,0.0066208,0.0067945,0.0069682,0.0071418,0.0073155,0.0074892,0.0076624,0.0078128,0.0079633,0.0081138,0.0082642,0.0084147,0.0085652,0.0087156,0.0088661,0.0090166,0.009167,0.0093072,0.0094067,0.0095062,0.0096057,0.0097052,0.0098047,0.0099043,0.010004,0.010103,0.010203,0.010302,0.010383,0.010433,0.010483,0.010534,0.010584,0.010634,0.010685,0.010735,0.010785,0.010836,0.010886,0.010923,0.01095,0.010977,0.011004,0.01103,0.011057,0.011084,0.011111,0.011138,0.011165,0.011192,0.011198,0.011197,0.011196,0.011195,0.011194,0.011193,0.011192,0.011191,0.01119,0.011189,0.011188,0.011188,0.011187,0.011186,0.011181,0.011168,0.011156,0.011143,0.01113,0.011118,0.011105,0.011092,0.01108,0.011067,0.011054,0.011042,0.011029,0.011017,0.011004,0.010982,0.010959,0.010935,0.010912,0.010889,0.010866,0.010843,0.01082,0.010797,0.010774,0.01075,0.010727,0.010704,0.010681,0.010658,0.010635,0.010612,0.010588,0.010557,0.010525,0.010493,0.010461,0.010429,0.010397,0.010365,0.010333,0.010301,0.010268,0.010236,0.010204,0.010172,0.01014,0.010108,0.010076,0.010044,0.010012
0.0055108,0.0056878,0.0058649,0.0060419,0.006219,0.006396,0.0065731,0.0067502,0.0069272,0.0071043,0.0072813,0.0074584,0.0076354,0.007812,0.0079654,0.0081187,0.0082721,0.0084254,0.0085788,0.0087322,0.0088855,0.0090389,0.0091922,0.0093456,0.0094884,0.0095899,0.0096913,0.0097928,0.0098942,0.0099957,0.010097,0.010199,0.0103,0.010401,0.010503,0.010585,0.010636,0.010688,0.010739,0.01079,0.010842,0.010893,0.010944,0.010996,0.011047,0.011098,0.011136,0.011163,0.011191,0.011218,0.011246,0.011273,0.011301,0.011328,0.011355,0.011383,0.01141,0.011416,0.011416,0.011415,0.011414,0.011413,0.011412,0.011411,0.01141,0.011409,0.011408,0.011407,0.011406,0.011406,0.011405,0.0114,0.011387,0.011374,0.011361,0.011348,0.011336,0.011323,0.01131,0.011297,0.011284,0.011271,0.011258,0.011246,0.011233,0.01122,0.011197,0.011174,0.01115,0.011127,0.011103,0.011079,0.011056,0.011032,0.011009,0.010985,0.010962,0.010938,0.010915,0.010891,0.010867,0.010844,0.01082,0.010797,0.010765,0.010732,0.0107,0.010667,0.010634,0.010602,0.010569,0.010536,0.010503,0.010471,0.010438,0.010405,0.010373,0.01034,0.010307,0.010274,0.010242,0.010209
0.0056163,0.0057968,0.0059772,0.0061577,0.0063381,0.0065186,0.006699,0.0068795,0.0070599,0.0072404,0.0074208,0.0076013,0.0077817,0.0079617,0.0081179,0.0082742,0.0084304,0.0085867,0.0087429,0.0088991,0.0090554,0.0092116,0.0093679,0.0095241,0.0096697,0.009773,0.0098764,0.0099798,0.010083,0.010187,0.01029,0.010393,0.010497,0.0106,0.010704,0.010787,0.01084,0.010892,0.010944,0.010997,0.011049,0.011101,0.011154,0.011206,0.011258,0.011311,0.011349,0.011377,0.011405,0.011433,0.011461,0.011489,0.011517,0.011545,0.011573,0.011601,0.011629,0.011635,0.011634,0.011633,0.011632,0.011632,0.011631,0.01163,0.011629,0.011628,0.011627,0.011626,0.011625,0.011624,0.011624,0.011619,0.011606,0.011592,0.011579,0.011566,0.011553,0.01154,0.011527,0.011514,0.011501,0.011488,0.011475,0.011462,0.011449,0.011436,0.011413,0.011389,0.011365,0.011341,0.011317,0.011293,0.011269,0.011245,0.011221,0.011197,0.011173,0.011149,0.011125,0.011101,0.011077,0.011053,0.011029,0.011005,0.010973,0.010939,0.010906,0.010873,0.01084,0.010806,0.010773,0.01074,0.010706,0.010673,0.01064,0.010606,0.010573,0.01054,0.010506,0.010473,0.01044,0.010406
0.0057219,0.0059057,0.0060896,0.0062734,0.0064572,0.0066411,0.0068249,0.0070088,0.0071926,0.0073764,0.0075603,0.0077441,0.007928,0.0081113,0.0082705,0.0084296,0.0085887,0.0087479,0.008907,0.0090661,0.0092253,0.0093844,0.0095435,0.0097027,0.0098509,0.0099562,0.010062,0.010167,0.010272,0.010378,0.010483,0.010588,0.010694,0.010799,0.010904,0.010989,0.011043,0.011096,0.011149,0.011203,0.011256,0.01131,0.011363,0.011416,0.01147,0.011523,0.011562,0.011591,0.011619,0.011648,0.011676,0.011705,0.011733,0.011762,0.01179,0.011819,0.011847,0.011854,0.011853,0.011852,0.011851,0.01185,0.011849,0.011849,0.011848,0.011847,0.011846,0.011845,0.011844,0.011843,0.011842,0.011837,0.011824,0.011811,0.011798,0.011784,0.011771,0.011758,0.011745,0.011731,0.011718,0.011705,0.011692,0.011678,0.011665,0.011652,0.011628,0.011604,0.01158,0.011555,0.011531,0.011506,0.011482,0.011457,0.011433,0.011409,0.011384,0.01136,0.011335,0.011311,0.011286,0.011262,0.011238,0.011213,0.01118,0.011147,0.011113,0.011079,0.011045,0.011011,0.010977,0.010943,0.010909,0.010875,0.010841,0.010807,0.010773,0.01074,0.010706,0.010672,0.010638,0.010604
0.0058274,0.0060147,0.0062019,0.0063891,0.0065764,0.0067636,0.0069508,0.0071381,0.0073253,0.0075125,0.0076998,0.007887,0.0080742,0.008261,0.008423,0.008585,0.008747,0.0089091,0.0090711,0.0092331,0.0093951,0.0095572,0.0097192,0.0098812,0.010032,0.010139,0.010247,0.010354,0.010461,0.010568,0.010676,0.010783,0.01089,0.010998,0.011105,0.011192,0.011246,0.0113,0.011355,0.011409,0.011463,0.011518,0.011572,0.011627,0.011681,0.011735,0.011775,0.011804,0.011833,0.011862,0.011892,0.011921,0.01195,0.011979,0.012008,0.012037,0.012066,0.012073,0.012072,0.012071,0.01207,0.012069,0.012068,0.012067,0.012067,0.012066,0.012065,0.012064,0.012063,0.012062,0.012061,0.012056,0.012043,0.012029,0.012016,0.012002,0.011989,0.011975,0.011962,0.011949,0.011935,0.011922,0.011908,0.011895,0.011881,0.011868,0.011844,0.011819,0.011794,0.011769,0.011744,0.01172,0.011695,0.01167,0.011645,0.01162,0.011595,0.011571,0.011546,0.011521,0.011496,0.011471,0.011446,0.011421,0.011388,0.011354,0.011319,0.011285,0.01125,0.011216,0.011181,0.011147,0.011112,0.011078,0.011043,0.011008,0.010974,0.010939,0.010905,0.01087,0.010836,0.010801
0.005933,0.0061236,0.0063143,0.0065049,0.0066955,0.0068861,0.0070768,0.0072674,0.007458,0.0076486,0.0078393,0.0080299,0.0082205,0.0084106,0.0085755,0.0087405,0.0089054,0.0090703,0.0092352,0.0094001,0.009565,0.0097299,0.0098948,0.01006,0.010213,0.010323,0.010432,0.010541,0.01065,0.010759,0.010869,0.010978,0.011087,0.011196,0.011305,0.011394,0.011449,0.011505,0.01156,0.011615,0.011671,0.011726,0.011781,0.011837,0.011892,0.011948,0.011988,0.012018,0.012048,0.012077,0.012107,0.012136,0.012166,0.012196,0.012225,0.012255,0.012285,0.012291,0.012291,0.01229,0.012289,0.012288,0.012287,0.012286,0.012285,0.012285,0.012284,0.012283,0.012282,0.012281,0.01228,0.012275,0.012262,0.012248,0.012234,0.01222,0.012207,0.012193,0.012179,0.012166,0.012152,0.012138,0.012125,0.012111,0.012097,0.012084,0.012059,0.012034,0.012009,0.011984,0.011958,0.011933,0.011908,0.011882,0.011857,0.011832,0.011807,0.011781,0.011756,0.011731,0.011706,0.01168,0.011655,0.01163,0.011596,0.011561,0.011526,0.01149,0.011455,0.01142,0.011385,0.01135,0.011315,0.01128,0.011245,0.01121,0.011174,0.011139,0.011104,0.011069,0.011034,0.010999
0.0060386,0.0062326,0.0064266,0.0066206,0.0068146,0.0070087,0.0072027,0.0073967,0.0075907,0.0077847,0.0079787,0.0081728,0.0083668,0.0085603,0.0087281,0.0088959,0.0090637,0.0092315,0.0093993,0.0095671,0.0097349,0.0099027,0.010071,0.010238,0.010395,0.010506,0.010617,0.010728,0.010839,0.01095,0.011062,0.011173,0.011284,0.011395,0.011506,0.011596,0.011652,0.011709,0.011765,0.011822,0.011878,0.011934,0.011991,0.012047,0.012103,0.01216,0.012201,0.012232,0.012262,0.012292,0.012322,0.012352,0.012382,0.012413,0.012443,0.012473,0.012503,0.01251,0.012509,0.012508,0.012508,0.012507,0.012506,0.012505,0.012504,0.012503,0.012503,0.012502,0.012501,0.0125,0.012499,0.012494,0.01248,0.012466,0.012452,0.012438,0.012425,0.012411,0.012397,0.012383,0.012369,0.012355,0.012341,0.012327,0.012313,0.0123,0.012275,0.012249,0.012224,0.012198,0.012172,0.012146,0.012121,0.012095,0.012069,0.012044,0.012018,0.011992,0.011966,0.011941,0.011915,0.011889,0.011864,0.011838,0.011803,0.011768,0.011732,0.011696,0.011661,0.011625,0.011589,0.011553,0.011518,0.011482,0.011446,0.011411,0.011375,0.011339,0.011304,0.011268,0.011232,0.011196
0.0061441,0.0063415,0.006539,0.0067364,0.0069338,0.0071312,0.0073286,0.007526,0.0077234,0.0079208,0.0081182,0.0083156,0.008513,0.0087099,0.0088806,0.0090513,0.009222,0.0093927,0.0095634,0.0097341,0.0099048,0.010075,0.010246,0.010417,0.010576,0.010689,0.010802,0.010915,0.011028,0.011141,0.011254,0.011367,0.011481,0.011594,0.011707,0.011798,0.011856,0.011913,0.01197,0.012028,0.012085,0.012143,0.0122,0.012257,0.012315,0.012372,0.012414,0.012445,0.012476,0.012507,0.012537,0.012568,0.012599,0.01263,0.01266,0.012691,0.012722,0.012729,0.012728,0.012727,0.012726,0.012726,0.012725,0.012724,0.012723,0.012722,0.012721,0.012721,0.01272,0.012719,0.012718,0.012713,0.012699,0.012685,0.012671,0.012657,0.012642,0.012628,0.012614,0.0126,0.012586,0.012572,0.012558,0.012544,0.01253,0.012516,0.01249,0.012464,0.012438,0.012412,0.012386,0.01236,0.012334,0.012308,0.012281,0.012255,0.012229,0.012203,0.012177,0.012151,0.012125,0.012098,0.012072,0.012046,0.012011,0.011975,0.011938,0.011902,0.011866,0.01183,0.011793,0.011757,0.011721,0.011684,0.011648,0.011612,0.011575,0.011539,0.011503,0.011466,0.01143,0.011394
0.0062497,0.0064505,0.0066513,0.0068521,0.0070529,0.0072537,0.0074545,0.0076553,0.0078561,0.0080569,0.0082577,0.0084585,0.0086593,0.0088596,0.0090332,0.0092067,0.0093803,0.0095539,0.0097275,0.0099011,0.010075,0.010248,0.010422,0.010595,0.010757,0.010872,0.010987,0.011102,0.011217,0.011332,0.011447,0.011562,0.011677,0.011792,0.011907,0.012001,0.012059,0.012117,0.012176,0.012234,0.012293,0.012351,0.012409,0.012468,0.012526,0.012585,0.012627,0.012659,0.01269,0.012721,0.012753,0.012784,0.012815,0.012847,0.012878,0.012909,0.01294,0.012948,0.012947,0.012946,0.012945,0.012944,0.012944,0.012943,0.012942,0.012941,0.01294,0.012939,0.012939,0.012938,0.012937,0.012932,0.012917,0.012903,0.012889,0.012875,0.01286,0.012846,0.012832,0.012817,0.012803,0.012789,0.012774,0.01276,0.012746,0.012731,0.012706,0.012679,0.012653,0.012626,0.0126,0.012573,0.012547,0.01252,0.012494,0.012467,0.01244,0.012414,0.012387,0.012361,0.012334,0.012308,0.012281,0.012254,0.012219,0.012182,0.012145,0.012108,0.012071,0.012034,0.011997,0.01196,0.011924,0.011887,0.01185,0.011813,0.011776,0.011739,0.011702,0.011665,0.011628,0.011591
0.0063553,0.0065595,0.0067636,0.0069678,0.007172,0.0073762,0.0075804,0.0077846,0.0079888,0.008193,0.0083972,0.0086014,0.0088056,0.0090092,0.0091857,0.0093622,0.0095386,0.0097151,0.0098916,0.010068,0.010245,0.010421,0.010597,0.010774,0.010938,0.011055,0.011172,0.011289,0.011406,0.011523,0.01164,0.011757,0.011874,0.011991,0.012108,0.012203,0.012262,0.012322,0.012381,0.01244,0.0125,0.012559,0.012619,0.012678,0.012737,0.012797,0.012841,0.012872,0.012904,0.012936,0.012968,0.013,0.013032,0.013063,0.013095,0.013127,0.013159,0.013166,0.013165,0.013165,0.013164,0.013163,0.013162,0.013162,0.013161,0.01316,0.013159,0.013158,0.013158,0.013157,0.013156,0.013151,0.013136,0.013122,0.013107,0.013093,0.013078,0.013064,0.013049,0.013035,0.01302,0.013005,0.012991,0.012976,0.012962,0.012947,0.012922,0.012895,0.012868,0.012841,0.012814,0.012787,0.01276,0.012733,0.012706,0.012679,0.012652,0.012625,0.012598,0.012571,0.012544,0.012517,0.01249,0.012463,0.012426,0.012389,0.012351,0.012314,0.012276,0.012239,0.012201,0.012164,0.012126,0.012089,0.012051,0.012014,0.011976,0.011939,0.011901,0.011864,0.011826,0.011789
